epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,3953.41,1.45759,2.23904,1.86185,0.55593,0.54834,0.55018,0.37809,1.49947,1.92508,1.88022,0.000868,0.000868,0.000868
22,4136.53,1.44082,2.20241,1.84084,0.55324,0.516,0.54104,0.37045,1.52649,2.00921,1.8932,0.0008614,0.0008614,0.0008614
23,4323.16,1.4573,2.2106,1.86003,0.5475,0.55285,0.54178,0.38381,1.46661,1.98029,1.84332,0.0008548,0.0008548,0.0008548
24,4505.99,1.42152,2.16025,1.82671,0.57563,0.52468,0.55354,0.39101,1.46163,1.89767,1.83066,0.0008482,0.0008482,0.0008482
25,4702.72,1.40633,2.13628,1.80418,0.5628,0.54345,0.54997,0.39345,1.42643,1.90537,1.8336,0.0008416,0.0008416,0.0008416
26,4883.77,1.40779,2.11316,1.80737,0.56637,0.54386,0.56438,0.40966,1.41704,1.90235,1.82105,0.000835,0.000835,0.000835
27,5068.28,1.40949,2.11723,1.81825,0.60149,0.55861,0.5693,0.40278,1.438,1.84526,1.83141,0.0008284,0.0008284,0.0008284
28,5252.19,1.39439,2.08644,1.80849,0.59322,0.54283,0.56335,0.40979,1.44438,1.86859,1.84588,0.0008218,0.0008218,0.0008218
29,5435.82,1.36218,2.03022,1.78077,0.59553,0.57337,0.58855,0.42307,1.39792,1.80649,1.79407,0.0008152,0.0008152,0.0008152
30,5618.93,1.38721,2.04686,1.80411,0.59237,0.53742,0.5624,0.40883,1.43497,1.86611,1.83563,0.0008086,0.0008086,0.0008086
31,5799.98,1.36786,2.02639,1.77315,0.56472,0.56893,0.57709,0.42634,1.38506,1.7704,1.76202,0.000802,0.000802,0.000802
32,5983.65,1.37507,2.056,1.78998,0.62112,0.58107,0.59003,0.43093,1.41678,1.8217,1.80606,0.0007954,0.0007954,0.0007954
33,6166.59,1.37393,2.00926,1.77931,0.59875,0.56943,0.57544,0.4208,1.41522,1.84752,1.82058,0.0007888,0.0007888,0.0007888
34,6348.61,1.3727,2.02331,1.77716,0.60857,0.56666,0.58688,0.42808,1.36741,1.81105,1.77205,0.0007822,0.0007822,0.0007822
35,6533.3,1.36001,1.98619,1.76226,0.62904,0.58139,0.5994,0.43813,1.39299,1.74951,1.77977,0.0007756,0.0007756,0.0007756
36,6718.29,1.35765,1.99231,1.76922,0.62176,0.58331,0.59831,0.43352,1.41886,1.74989,1.79641,0.000769,0.000769,0.000769
37,6904.28,1.34528,1.93508,1.74792,0.60071,0.5864,0.59406,0.43564,1.39453,1.76446,1.7629,0.0007624,0.0007624,0.0007624
38,7091.45,1.34246,1.93818,1.74441,0.55291,0.587,0.57142,0.41083,1.44324,1.8956,1.84192,0.0007558,0.0007558,0.0007558
39,7277.59,1.33961,1.926,1.74113,0.6072,0.5722,0.58082,0.42609,1.40135,1.83612,1.81332,0.0007492,0.0007492,0.0007492
40,7464.19,1.33375,1.91496,1.74423,0.68326,0.5832,0.61596,0.44408,1.35756,1.68815,1.7528,0.0007426,0.0007426,0.0007426
41,7650.63,1.35418,1.93517,1.75248,0.60927,0.58929,0.598,0.43112,1.37762,1.74481,1.76687,0.000736,0.000736,0.000736
42,7836.5,1.33422,1.90279,1.73235,0.62361,0.58324,0.60477,0.44109,1.36039,1.73291,1.73877,0.0007294,0.0007294,0.0007294
43,8018.89,1.30758,1.86219,1.72081,0.66595,0.56566,0.61179,0.45493,1.37815,1.71003,1.76692,0.0007228,0.0007228,0.0007228
44,8203.66,1.32024,1.87367,1.73058,0.60225,0.60841,0.61214,0.44895,1.35601,1.70251,1.74824,0.0007162,0.0007162,0.0007162
45,8386.29,1.31472,1.87979,1.72511,0.65651,0.58486,0.61811,0.45464,1.34839,1.71231,1.72726,0.0007096,0.0007096,0.0007096
46,8572.08,1.30342,1.84687,1.71945,0.64197,0.59195,0.61179,0.44709,1.37418,1.71933,1.76984,0.000703,0.000703,0.000703
47,8757.55,1.32289,1.84866,1.74261,0.59829,0.60208,0.60223,0.43109,1.3963,1.76987,1.80012,0.0006964,0.0006964,0.0006964
48,8940.52,1.30007,1.84977,1.7128,0.62306,0.6054,0.6109,0.45232,1.35592,1.71767,1.74715,0.0006898,0.0006898,0.0006898
49,9124.84,1.29294,1.81534,1.69989,0.63673,0.5969,0.61986,0.46229,1.34786,1.69091,1.73111,0.0006832,0.0006832,0.0006832
50,9310.8,1.29563,1.84039,1.70678,0.6433,0.6094,0.62526,0.46509,1.34293,1.66631,1.72808,0.0006766,0.0006766,0.0006766
51,9496.74,1.28798,1.81202,1.70142,0.63909,0.58593,0.60969,0.44524,1.37307,1.7297,1.76535,0.00067,0.00067,0.00067
52,9682.2,1.28684,1.80206,1.68875,0.63565,0.59891,0.62612,0.46947,1.33861,1.65607,1.71629,0.0006634,0.0006634,0.0006634
53,9867.04,1.27052,1.7688,1.67347,0.66345,0.60204,0.6252,0.46625,1.32251,1.64214,1.70521,0.0006568,0.0006568,0.0006568
54,10052.6,1.26962,1.79422,1.68268,0.64613,0.62681,0.63267,0.46969,1.32441,1.60835,1.69776,0.0006502,0.0006502,0.0006502
55,10235.9,1.28362,1.77392,1.68616,0.68245,0.59947,0.6299,0.47083,1.33629,1.623,1.71423,0.0006436,0.0006436,0.0006436
56,10420.1,1.28139,1.78174,1.69195,0.64224,0.62794,0.63572,0.47168,1.31646,1.61431,1.69495,0.000637,0.000637,0.000637
57,10603.6,1.276,1.76825,1.67516,0.64625,0.62448,0.63931,0.47151,1.309,1.59757,1.68803,0.0006304,0.0006304,0.0006304
58,10785.7,1.2604,1.73353,1.66516,0.66749,0.60815,0.63575,0.46809,1.31897,1.63153,1.6928,0.0006238,0.0006238,0.0006238
59,10970.4,1.26654,1.77025,1.67578,0.66319,0.61626,0.63465,0.47575,1.32724,1.63325,1.70146,0.0006172,0.0006172,0.0006172
60,11155.1,1.25704,1.73087,1.66536,0.68639,0.62009,0.64781,0.4767,1.31811,1.58417,1.69166,0.0006106,0.0006106,0.0006106
61,11338.3,1.25408,1.72402,1.6703,0.64984,0.6284,0.63904,0.47223,1.30175,1.59409,1.67953,0.000604,0.000604,0.000604
62,11522.6,1.24681,1.71446,1.66871,0.6468,0.61416,0.63723,0.46964,1.32463,1.60153,1.68938,0.0005974,0.0005974,0.0005974
63,11706.7,1.23526,1.70969,1.64815,0.68819,0.62168,0.64661,0.48896,1.3001,1.56537,1.68382,0.0005908,0.0005908,0.0005908
64,11893.5,1.22745,1.679,1.63812,0.65996,0.62996,0.64581,0.47931,1.31879,1.57862,1.6998,0.0005842,0.0005842,0.0005842
65,12077.5,1.23951,1.69408,1.64681,0.64701,0.63568,0.65125,0.48127,1.30589,1.5715,1.68217,0.0005776,0.0005776,0.0005776
66,12261.8,1.23512,1.67921,1.64333,0.63917,0.63828,0.64861,0.47709,1.3038,1.57891,1.67526,0.000571,0.000571,0.000571
67,12449.1,1.22617,1.66082,1.63864,0.65767,0.63733,0.65398,0.48572,1.29183,1.54377,1.65634,0.0005644,0.0005644,0.0005644
68,12632.8,1.22736,1.66798,1.63496,0.6738,0.63191,0.65562,0.4898,1.31262,1.55313,1.68563,0.0005578,0.0005578,0.0005578
69,12816.2,1.21512,1.64309,1.62565,0.66645,0.62992,0.65272,0.48393,1.3094,1.52759,1.68025,0.0005512,0.0005512,0.0005512
70,13005.1,1.23008,1.6676,1.64103,0.66873,0.6381,0.65019,0.48486,1.31327,1.56062,1.67701,0.0005446,0.0005446,0.0005446
71,13199,1.21319,1.63637,1.62919,0.69259,0.60403,0.64854,0.47834,1.32194,1.59857,1.69216,0.000538,0.000538,0.000538
72,13389.1,1.19326,1.61953,1.60857,0.64723,0.63952,0.65071,0.49065,1.29359,1.52497,1.66323,0.0005314,0.0005314,0.0005314
73,13586.2,1.22425,1.64106,1.6281,0.66202,0.62424,0.65032,0.48344,1.29684,1.53164,1.67252,0.0005248,0.0005248,0.0005248
74,13773.1,1.21644,1.63604,1.61542,0.67321,0.61868,0.65244,0.49241,1.29845,1.54453,1.67324,0.0005182,0.0005182,0.0005182
75,13970,1.20315,1.60896,1.61203,0.66414,0.63826,0.66581,0.4974,1.29765,1.52812,1.67782,0.0005116,0.0005116,0.0005116
76,14156.1,1.20538,1.61627,1.61189,0.67147,0.64251,0.66918,0.49526,1.29385,1.51762,1.6648,0.000505,0.000505,0.000505
77,14342.6,1.21184,1.62202,1.62331,0.69771,0.63628,0.66706,0.49952,1.28517,1.49632,1.64206,0.0004984,0.0004984,0.0004984
78,14530.7,1.20959,1.60361,1.62631,0.67779,0.63994,0.66589,0.49981,1.27489,1.4888,1.65703,0.0004918,0.0004918,0.0004918
79,14718,1.19664,1.60642,1.61167,0.6531,0.6494,0.66669,0.50117,1.27832,1.4928,1.65775,0.0004852,0.0004852,0.0004852
80,14903.7,1.19764,1.58302,1.60324,0.67333,0.64939,0.66627,0.50283,1.2796,1.49314,1.64062,0.0004786,0.0004786,0.0004786
81,15089.7,1.17816,1.56692,1.59286,0.69796,0.64018,0.67471,0.50652,1.28309,1.46745,1.64939,0.000472,0.000472,0.000472
82,15277.9,1.18703,1.5659,1.59655,0.70283,0.64373,0.67023,0.51082,1.26895,1.46972,1.62861,0.0004654,0.0004654,0.0004654
83,15464.1,1.176,1.55489,1.58972,0.67117,0.64991,0.66893,0.50736,1.2875,1.49003,1.65441,0.0004588,0.0004588,0.0004588
84,15651.8,1.18894,1.58043,1.60535,0.68246,0.65586,0.67201,0.50606,1.27865,1.48514,1.64957,0.0004522,0.0004522,0.0004522
85,15839.7,1.18218,1.56036,1.59739,0.69214,0.63408,0.67249,0.5065,1.27092,1.49764,1.6337,0.0004456,0.0004456,0.0004456
86,16025.2,1.16724,1.5347,1.57906,0.66553,0.6609,0.67239,0.51153,1.28294,1.47881,1.6455,0.000439,0.000439,0.000439
87,16210,1.15963,1.53856,1.5771,0.6982,0.63903,0.66884,0.50892,1.27516,1.48815,1.65708,0.0004324,0.0004324,0.0004324
88,16401.4,1.19431,1.55187,1.60318,0.66104,0.63552,0.66044,0.50097,1.28013,1.48344,1.6487,0.0004258,0.0004258,0.0004258
89,16592.3,1.16252,1.53983,1.57551,0.71056,0.64869,0.68394,0.51514,1.26692,1.43413,1.63784,0.0004192,0.0004192,0.0004192
90,16777.6,1.16351,1.51212,1.57206,0.66146,0.66586,0.67119,0.50626,1.285,1.46707,1.64321,0.0004126,0.0004126,0.0004126
91,16973.2,1.15437,1.5157,1.57244,0.68288,0.66628,0.67192,0.50733,1.26854,1.46074,1.62696,0.000406,0.000406,0.000406
92,17169.9,1.16016,1.51443,1.58039,0.66857,0.66727,0.67417,0.50603,1.2765,1.49404,1.63849,0.0003994,0.0003994,0.0003994
93,17363.7,1.14946,1.48364,1.56021,0.70853,0.64612,0.6686,0.51072,1.27841,1.46779,1.63624,0.0003928,0.0003928,0.0003928
94,17557.8,1.15632,1.49965,1.56733,0.70913,0.64803,0.68075,0.51445,1.27839,1.46023,1.64396,0.0003862,0.0003862,0.0003862
95,17751,1.15628,1.50152,1.57197,0.71135,0.6519,0.67313,0.5134,1.27223,1.45994,1.63322,0.0003796,0.0003796,0.0003796
96,17946.4,1.15945,1.49777,1.57206,0.69637,0.66746,0.67786,0.51568,1.26778,1.43303,1.6316,0.000373,0.000373,0.000373
97,18143.4,1.14522,1.49022,1.56355,0.68942,0.64977,0.67429,0.51349,1.2603,1.4419,1.62233,0.0003664,0.0003664,0.0003664
98,18338,1.13441,1.47653,1.55887,0.68565,0.67482,0.68455,0.52127,1.25567,1.43019,1.61997,0.0003598,0.0003598,0.0003598
99,18530.4,1.13624,1.4599,1.54856,0.69441,0.6677,0.68013,0.51156,1.26386,1.44487,1.62392,0.0003532,0.0003532,0.0003532
100,18725.1,1.13671,1.46252,1.55018,0.69475,0.6666,0.6873,0.51798,1.266,1.4287,1.63341,0.0003466,0.0003466,0.0003466
101,18916.6,1.12739,1.47167,1.55274,0.72471,0.64581,0.68068,0.5102,1.2762,1.44416,1.64106,0.00034,0.00034,0.00034
102,19109,1.12892,1.43589,1.54385,0.69901,0.67195,0.68904,0.52361,1.25176,1.40845,1.60997,0.0003334,0.0003334,0.0003334
103,19301.4,1.10455,1.43076,1.52423,0.71452,0.65703,0.68892,0.51651,1.26815,1.41747,1.64221,0.0003268,0.0003268,0.0003268
104,19493.1,1.12212,1.42647,1.52678,0.71764,0.65742,0.6905,0.52642,1.24661,1.39005,1.61068,0.0003202,0.0003202,0.0003202
105,19687.2,1.1248,1.4259,1.53787,0.7117,0.65652,0.68396,0.52201,1.25793,1.45072,1.62813,0.0003136,0.0003136,0.0003136
106,19876.9,1.10583,1.39789,1.51916,0.70931,0.6631,0.69763,0.52796,1.24752,1.4007,1.60475,0.000307,0.000307,0.000307
107,20070.8,1.12696,1.421,1.53805,0.7182,0.66129,0.68864,0.5226,1.25449,1.42627,1.61096,0.0003004,0.0003004,0.0003004
108,20266,1.12005,1.41666,1.52787,0.73714,0.65999,0.69659,0.52807,1.26303,1.40443,1.61828,0.0002938,0.0002938,0.0002938
109,20458,1.10927,1.40707,1.52261,0.73377,0.66521,0.69417,0.52576,1.25898,1.41751,1.61869,0.0002872,0.0002872,0.0002872
110,20650.6,1.09757,1.39075,1.5116,0.72645,0.66452,0.69281,0.5268,1.25118,1.40992,1.61524,0.0002806,0.0002806,0.0002806
111,20841.6,1.09438,1.38309,1.52183,0.72027,0.66335,0.69506,0.52637,1.24976,1.41246,1.61328,0.000274,0.000274,0.000274
112,21034.9,1.10898,1.39289,1.52152,0.71295,0.67359,0.69353,0.52504,1.25206,1.40789,1.61906,0.0002674,0.0002674,0.0002674
113,21227.8,1.08149,1.36346,1.50471,0.72491,0.65777,0.69582,0.5291,1.25767,1.40696,1.62406,0.0002608,0.0002608,0.0002608
114,21420.1,1.08832,1.38421,1.50111,0.70875,0.6623,0.68861,0.52255,1.25403,1.41997,1.62195,0.0002542,0.0002542,0.0002542
115,21612.4,1.07169,1.34857,1.49181,0.70138,0.67005,0.68746,0.52115,1.25087,1.41862,1.61825,0.0002476,0.0002476,0.0002476
116,21811,1.08644,1.359,1.50341,0.70018,0.67876,0.6879,0.5196,1.26017,1.4113,1.61881,0.000241,0.000241,0.000241
117,22003.7,1.08785,1.35007,1.51254,0.71477,0.65793,0.69113,0.5268,1.25538,1.41286,1.62198,0.0002344,0.0002344,0.0002344
118,22208.6,1.08021,1.37236,1.51009,0.73606,0.66372,0.69055,0.52444,1.25237,1.41713,1.62474,0.0002278,0.0002278,0.0002278
119,22402.3,1.08032,1.35843,1.50105,0.73874,0.66708,0.68872,0.52678,1.24983,1.39186,1.61328,0.0002212,0.0002212,0.0002212
120,22594.3,1.08399,1.32391,1.49014,0.72994,0.66086,0.6935,0.52796,1.26317,1.40114,1.62312,0.0002146,0.0002146,0.0002146
121,22783.5,1.06918,1.34004,1.49884,0.73519,0.6706,0.70148,0.52948,1.26101,1.39628,1.62778,0.000208,0.000208,0.000208
122,22976.1,1.08154,1.33688,1.49603,0.70562,0.67304,0.68717,0.52465,1.25385,1.40221,1.6112,0.0002014,0.0002014,0.0002014
